Pcode,Locality,Town $
4218,Mermaid Waters,36097
3754,Mernda,43529
2422,Mernot,43529
2850,Meroo,43529
2540,Meroo Meadow,43529
2852,Merotherie,43529
6415,Merredin,43529
3737,Merriang,38238
3737,Merriang South,38238
2632,Merriangaah,38238
3916,Merricks,38238
3926,Merricks Beach,38238
3926,Merricks North,38238
2622,Merricumbene,38238
2827,Merrigal,38238
3618,Merrigum,38238
3875,Merrijig,38238
3723,Merrijig,38238
2581,Merrill,38238
4226,Merrimac,38238
3340,Merrimu,38238
3496,Merrinee,38238
5523,Merriton,38238
4352,Merritts Creek,38238
6030,Merriwa,38238
2329,Merriwa,38238
2652,Merriwagga,38238
4854,Merryburn,38238
2831,Merrygoen,38238
2160,Merrylands,38238
2160,Merrylands West,38238
4340,Merryvale,38238
7304,Mersey Forest,38238
7305,Merseylea,34129
3715,Merton,34129
6530,Meru,34129
2705,Merungle Hill,34129
2577,Meryla,34129
3448,Metcalfe,34129
3444,Metcalfe East,34129
2323,Metford,34129
2323,Metford Dc,34129
2701,Methul,34129
6280,Metricup,34129
6328,Mettler,34129
3904,Metung,34129
7325,Meunna,34129
4728,Mexico,34129
4754,Mia Mia,34129
3444,Mia Mia,34129
4873,Miallo,34129
4220,Miami,36686
2873,Miamley,36686
6612,Miamoon,36686
7310,Miandetta,36686
2825,Miandetta,36686
4673,Miara,36686
4825,Mica Creek,36686
2464,Micalo Island,36686
2620,Michelago,36686
822,Mickett Creek,36686
3064,Mickleham,36686
2442,Mid North Coast Mc,28994
2580,Middle Arm,34899
5501,Middle Beach,34899
2337,Middle Brook,34899
2443,Middle Brother,34899
3124,Middle Camberwell,34899
2068,Middle Cove,34899
3375,Middle Creek,34899
2158,Middle Dural,34899
2330,Middle Falbrook,34899
2630,Middle Flat,34899
4074,Middle Park,46445
3206,Middle Park,46445
2483,Middle Pocket,46445
822,Middle Point,46445
4350,Middle Ridge,46445
5223,Middle River,46445
6056,Middle Swan,46445
3956,Middle Tarwin,46445
4886,Middlebrook,46445
4746,Middlemount,46445
6258,Middlesex,46445
7306,Middlesex,46445
7163,Middleton,46445
5213,Middleton,46445
4735,Middleton,46445
6330,Middleton Beach,46445
2171,Middleton Grange,46445
2630,Middlingbank,46445
4799,Midge Point,46445
5602,Midgee,46445
4702,Midgee,46445
4854,Midgenoo,46445
4852,Midgeree Bar,46445
2484,Midginbil,46445
6056,Midland,46445
6936,Midland Dc,46445
6056,Midvale,37161
7171,Midway Point,37161
7030,Miena,37161
3666,Miepoll,37161
3409,Miga Lake,37161
4860,Mighell,37161
2358,Mihi,37161
5291,Mil-Lel,37161
2632,Mila,37161
7325,Milabena,37161
5256,Milang,37161
3678,Milawa,37161
4310,Milbong,37161
2330,Milbrodale,37161
2656,Milbrulong,37161
3500,Mildura,37161
3502,Mildura,37161
3501,Mildura Centre Plaza,28130
3501,Mildura South,32432
3500,Mildura West,32432
5031,Mile End,32432
5031,Mile End South,32432
5237,Milendella,32432
4415,Miles,32432
4825,Miles End,32432
4310,Milford,32432
822,Milikapiti,32432
6575,Miling,32432
822,Milingimbi,32432
2795,Milkers Flat,32432
3082,Mill Park,32432
4886,Millaa Millaa,32432
2795,Millah Murrah,32432
4807,Millaroo,32432
6714,Millars Well,32432
4670,Millbank,32432
2440,Millbank,32432
6232,Millbridge,32432
6330,Millbrook,32432
5231,Millbrook,32432
3352,Millbrook,32432
4820,Millchester,32432
6056,Millendon,32432
2168,Miller,32432
7030,Millers Bluff,32432
2324,Millers Forest,32432
2000,Millers Point,32432
2325,Millfield,32432
3799,Millgrove,32432
5280,Millicent,32432
2397,Millie,32432
2549,Millingandi,32432
4357,Millmerran,33384
4357,Millmerran Downs,33384
4357,Millmerran Woods,33384
810,Millner,43623
3572,Milloo,43623
6336,Mills Lake,43623
6716,Millstream,43623
4888,Millstream,43623
5034,Millswood,43623
2798,Millthorpe,43623
3304,Milltown,43623
4357,Millwood,43623
4702,Milman,43623
3579,Milnes Bridge,43623
6525,Milo,43623
4309,Milora,43623
6330,Milpara,43623
2880,Milparinka,43623
1891,Milperra,43623
2214,Milperra,43623
2380,Milroy,43623
2850,Milroy,43623
2083,Milsons Passage,43623
1565,Milsons Point,43623
2061,Milsons Point,43623
5602,Miltalie,43623
4064,Milton,58607
2538,Milton,58607
4064,Milton Bc,58607
2594,Milvale,58607
822,Milyakburra,58607
6507,Mimegarra,58607
872,Mimili,58607
4702,Mimosa,58607
2666,Mimosa,58607
4829,Min Min,58607
5602,Minbrie,58607
4886,Minbun,58607
5431,Minburra,58607
3575,Mincha,58607
3568,Mincha West,58607
2770,Minchinbury,58607
6336,Mindarabin,58607
2320,Mindaribba,58607
6030,Mindarie,58607
5309,Mindarie,58607
6503,Mindarra,58607
4311,Minden,58607
6315,Minding,58607
3352,Miners Rest,58607
5440,Mingary,58607
3324,Mingay,58607
5291,Mingbool,58607
4816,Mingela,58607
6522,Mingenew,58607
4625,Mingo,34760
4380,Mingoola,34760
4380,Mingoola,34760
3287,Minhamite,34760
6312,Minigin,34760
6701,Minilya,34760
3413,Minimay,34760
2312,Minimbah,34760
3351,Mininera,34760
852,Miniyeri,34760
3276,Minjah,34760
2720,Minjary,34760
822,Minjilang,34760
5575,Minlaton,34760
2287,Minmi,34760
3537,Minmindie,34760
4872,Minnamoolka,34760
2533,Minnamurra,34760
6532,Minnenooka,34760
4478,Minnie Downs,34760
2462,Minnie Water,34760
5654,Minnipa,34760
6462,Minnivale,34760
2830,Minore,34760
5724,Mintabie,34760
5415,Mintaro,34760
2566,Minto,34760
2566,Minto Dc,34760
2566,Minto Heights,34760
5422,Minvalara,34760
4575,Minyama,34760
3392,Minyip,34760
6725,Minyirr,34760
3862,Miowera,34760
6330,Mira Mar,34760
2548,Mirador,34760
3596,Miralie,34760
3415,Miram,34760
1490,Miranda,34760
5700,Miranda,34760
2228,Miranda,34760
4754,Mirani,34760
2330,Mirannie,34760
3871,Mirboo,34760
3871,Mirboo North,34760
4677,Miriam Vale,34760
3722,Mirimbah,34760
6061,Mirrabooka,34760
6941,Mirrabooka,34760
2264,Mirrabooka,34760
3294,Mirranatwa,34760
4871,Mirriwinni,34760
2665,Mirrool,34760
2449,Missabotti,34760
4361,Missen Flat,34760
2050,Missenden Road,34760
4852,Mission Beach,34760
4874,Mission River,34760
4721,Mistake Creek,34760
5062,Mitcham,34760
3132,Mitcham,34760
3132,Mitcham North,39873
5062,Mitcham Shopping Centre,39873
2795,Mitchell,39873
2911,Mitchell,39873
4465,Mitchell,39873
832,Mitchell,39873
5632,Mitchell,39873
5043,Mitchell Park,37456
3355,Mitchell Park,37456
6740,Mitchell Plateau,37456
2330,Mitchells Flat,37456
2430,Mitchells Island,37456
3608,Mitchellstown,37456
5602,Mitchellville,37456
4053,Mitchelton,41734
3573,Mitiamo,41734
3409,Mitre,41734
3701,Mitta Mitta,41734
2575,Mittagong,41734
3490,Mittyack,41734
4570,Miva,41734
4875,Moa Island,41734
2731,Moama,41734
5169,Moana,41734
5253,Mobilong,41734
6395,Mobrup,41734
6603,Mocardy,41734
3401,Mockinya,41734
5353,Moculta,41734
2480,Modanville,41734
5092,Modbury,41734
5092,Modbury Heights,41734
5092,Modbury North,41734
5092,Modbury North Dc,41734
3816,Modella,41734
3240,Modewarre,41734
3825,Moe,41734
3825,Moe South,41734
5278,Moerlong,41734
4551,Moffat Beach,41734
4605,Moffatdale,41734
2550,Mogareeka,41734
2537,Mogendoura,41734
4070,Moggill,47744
3231,Moggs Creek,47744
2370,Moggs Swamp,47744
2550,Mogilla,47744
3666,Moglonemby,47744
2536,Mogo,47744
2850,Mogo,47744
2775,Mogo Creek,47744
2538,Mogood,47744
2422,Mograni,47744
2830,Mogriguy,47744
6506,Mogumber,47744
810,Moil,43668
7310,Moina,43668
3381,Mokepilly,30035
6401,Mokine,30035
6394,Mokup,30035
4671,Molangul,30035
7304,Mole Creek,30035
2372,Mole River,30035
4214,Molendinar,35987
3718,Molesworth,35987
7140,Molesworth,35987
2460,Moleville Creek,35987
3472,Moliagul,35987
3666,Molka,35987
6475,Mollerin,35987
3352,Mollongghip,35987
6290,Molloy Island,35987
2842,Mollyan,35987
2539,Mollymook,35987
2539,Mollymook Beach,35987
3575,Mologa,35987
2866,Molong,35987
7304,Moltema,35987
3673,Molyullah,35987
4670,Mon Repos,35987
4881,Mona Mona,35987
4807,Mona Park,35987
2103,Mona Vale,35987
1658,Mona Vale,35987
1660,Mona Vale,35987
2738,Monak,35987
4630,Monal,35987
2480,Monaltrie,35987
5254,Monarto,35987
5254,Monarto South,35987
5342,Monash,49305
2904,Monash,49305
2111,Monash Park,43824
3800,Monash University,43824
3793,Monbulk,43824
5277,Monbulla,43824
2914,Moncrieff,43824
2540,Mondayong,43824
2430,Mondrook,43824
4671,Monduran,43824
4611,Mondure,43824
3433,Monegeetta,43824
2622,Monga,43824
3691,Mongans Bridge,43824
2622,Mongarlowe,43824
2470,Mongogarie,43824
5417,Mongolata,43824
2675,Monia Gap,43824
2850,Monivae,43824
6338,Monjebup,43824
6450,Monjingup,43824
2415,Monkerai,43824
6537,Monkey Mia,43824
4570,Monkland,43824
4626,Monogorilby,43824
3860,Monomak,43824
3984,Monomeith,43824
4556,Mons,43824
4515,Monsildale,43824
3127,Mont Albert,43824
3129,Mont Albert North,43824
5134,Montacute,43824
7330,Montagu,43824
7018,Montagu Bay,43824
7304,Montana,43824
5172,Montarra,43824
2594,Monteagle,43824
2482,Montecollum,43824
2820,Montefiores,43824
5253,Monteith,43824
7320,Montello,43824
2217,Monterey,43824
3851,Montgomery,43824
3094,Montmorency,43824
4630,Monto,43824
4413,Montrose,43824
3765,Montrose,43824
4370,Montrose,43824
7010,Montrose,43824
7321,Montumana,43824
4560,Montville,43824
2483,Mooball,43824
2337,Moobi,43824
5432,Moockra,43824
6393,Moodiarrup,43824
4510,Moodlu,43824
5607,Moody,43824
4455,Mooga,43824
7140,Moogara,43824
2370,Moogem,43824
4309,Moogerah,43824
6317,Moojebing,43824
2820,Mookerawa,43824
2469,Mookima Wybra,43824
3224,Moolap,43824
2850,Moolarben,43824
4671,Moolboolaman,43824
3477,Moolerr,43824
6504,Mooliabeenee,43824
2540,Moollattoo,43824
4570,Mooloo,43824
4557,Mooloolaba,39912
4553,Mooloolah,39912
4553,Mooloolah Valley,39912
3465,Moolort,39912
2734,Moolpa,39912
2665,Moombooldool,39912
4312,Moombra,39912
4887,Moomin,39912
7009,Moonah,39912
3478,Moonambel,39912
2337,Moonan Brook,39912
2337,Moonan Flat,39912
2627,Moonbah,39912
2353,Moonbi,39912
2710,Moonbria,39912
6503,Moondah,39912
3825,Moondarra,39912
4605,Moondooner,39912
6567,Moondyne,39912
2440,Mooneba,39912
2259,Moonee,39912
2450,Moonee Beach,39912
3039,Moonee Ponds,39912
3055,Moonee Vale,39912
2472,Moonem,39575
2083,Mooney Mooney,39575
2250,Mooney Mooney Creek,39575
4630,Moonford,39575
4714,Moongan,39575
4406,Moonie,39575
6320,Moonies Hill,39575
3450,Moonlight Flat,39575
3465,Moonlight Flat,39575
2453,Moonpar,39575
5558,Moonta,39575
5558,Moonta Bay,39575
5558,Moonta Mines,39575
6532,Moonyoonooka,39575
6510,Moora,39575
3612,Moora,39575
3189,Moorabbin,35557
3194,Moorabbin Airport,35557
3189,Moorabbin East,35557
3213,Moorabool,35557
5291,Moorak,34753
2429,Mooral Creek,34753
3314,Mooralla,34753
4340,Moorang,34753
2648,Moorara,34753
2804,Moorbel,34753
4306,Moore,36377
2340,Moore Creek,36377
2021,Moore Park,36377
4670,Moore Park Beach,36377
6503,Moore River National Park,36377
2170,Moorebank,36377
1875,Moorebank,36377
4305,Moores Pocket,36377
7321,Mooreville,36377
6522,Mooriary,36377
2795,Moorilda,36377
3610,Moorilim,36377
4506,Moorina,36377
7264,Moorina,36377
6425,Moorine Rock,36377
4670,Moorland,36377
2443,Moorland,36377
5301,Moorlands,36377
7325,Moorleah,36377
3523,Moormbool West,36377
3862,Moornapa,36377
3673,Moorngag,36377
2650,Moorong,36377
4870,Mooroobool,36377
3933,Moorooduc,36377
5332,Moorook,36377
5332,Moorook South,36377
4105,Moorooka,43543
3138,Mooroolbark,43543
3629,Mooroopna,43543
3629,Mooroopna North,43543
3616,Mooroopna North West,43543
2640,Moorwatha,43543
2440,Moparrabah,43543
5355,Moppa,43543
2422,Moppy,43543
4416,Moraby,43543
2710,Morago,43543
4744,Moranbah,43543
3764,Moranding,43543
2666,Morangarell,43543
6083,Morangup,43543
2550,Morans Crossing,43543
7030,Morass Bay,43543
6623,Morawa,43543
4506,Morayfield,33598
6304,Morbinning,33598
5431,Morchard,33598
6258,Mordalup,33598
3195,Mordialloc,33598
2400,Moree,33598
2400,Moree East,33598
4886,Moregatta,37412
3058,Moreland,37412
3055,Moreland West,38002
4730,Morella,38002
4871,Moresby,38002
6530,Moresby,38002
5320,Morgan,36253
4370,Morgan Park,36253
6701,Morgantown,36253
4671,Morganville,36253
3301,Morgiana,36253
3240,Moriac,36253
7307,Moriarty,36253
4702,Morinish,36253
4702,Morinish South,36253
2264,Morisset,36253
2264,Morisset Park,36253
6062,Morley,36253
6943,Morley,36253
5371,Morn Hill,36253
2105,Morning Bay,36253
4170,Morningside,48266
7018,Mornington,48266
6221,Mornington,48266
3931,Mornington,48266
4825,Mornington,48266
3860,Moroka,41054
2469,Mororo,41054
2321,Morpeth,41054
5162,Morphett Vale,41054
5320,Morphetts Flat,41054
5043,Morphettville,41054
3334,Morrisons,41054
3387,Morrl Morrl,41054
5671,Mortana,41054
2223,Mortdale,41054
3272,Mortlake,41054
2137,Mortlake,41054
2538,Morton,41054
3482,Morton Plains,41054
4343,Morton Vale,41054
2446,Mortons Creek,41054
2790,Morts Estate,41054
2325,Moruben,41054
2700,Morundah,41054
2537,Moruya,41054
2537,Moruya Heads,41054
2660,Morven,41054
2370,Morven,41054
4468,Morven,41054
3840,Morwell,41054
4309,Morwincha,41054
5641,Moseley,41054
2088,Mosman,41054
4820,Mosman Park,130868
6912,Mosman Park,130868
6012,Mosman Park,130868
4387,Mosquito Creek,84185
5214,Mosquito Hill,84185
2577,Moss Vale,84185
2878,Mossgiel,84185
3885,Mossiface,84185
4873,Mossman,84185
4873,Mossman Gorge,84185
2537,Mossy Point,84185
4570,Mothar Mountain,84185
4356,Motley,84185
2426,Moto,84185
2733,Moulamein,84185
830,Moulden,42407
6351,Moulyinning,42407
4455,Mount Abundance,42407
6525,Mount Adams,42407
2729,Mount Adrah,42407
4310,Mount Alford,31417
3709,Mount Alfred,31417
4680,Mount Alma,31417
6714,Mount Anketell,31417
2567,Mount Annan,31417
2820,Mount Aquila,31417
4701,Mount Archer,31417
4514,Mount Archer,31417
2820,Mount Arthur,31417
2650,Mount Austin,31417
5251,Mount Barker,31417
6324,Mount Barker,31417
5251,Mount Barker Junction,38371
5251,Mount Barker Springs,38371
5251,Mount Barker Summit,38371
4287,Mount Barney,38371
3699,Mount Beauty,38371
3363,Mount Beckworth,38371
5275,Mount Benson,38371
4313,Mount Beppo,38371
4341,Mount Berryman,38371
3960,Mount Best,38371
4455,Mount Bindango,38371
4306,Mount Binga,38371
3352,Mount Bolton,38371
4742,Mount Britton,38371
3675,Mount Bruno,38371
5418,Mount Bryan,38371
5419,Mount Bryan East,38371
6522,Mount Budd,38371
3740,Mount Buffalo,38371
3723,Mount Buller,38371
822,Mount Bundey,29825
6429,Mount Burges,29825
3781,Mount Burnett,29825
5279,Mount Burr,29825
2484,Mount Burrell,29825
3324,Mount Bute,29825
4312,Mount Byron,29825
3523,Mount Camel,29825
3370,Mount Cameron,29825
4871,Mount Carbine,29825
6410,Mount Caroline,29825
4702,Mount Chalmers,29825
5267,Mount Charles,29825
4741,Mount Charlton,29825
6010,Mount Claremont,29825
6330,Mount Clarence,29825
3350,Mount Clear,29825
2079,Mount Colah,29825
3377,Mount Cole,29825
3377,Mount Cole Creek,29825
4370,Mount Colliery,29825
2794,Mount Collins,29825
5210,Mount Compass,29825
6390,Mount Cooke,29825
4804,Mount Coolon,29825
4573,Mount Coolum,29825
2631,Mount Cooper,29825
5671,Mount Cooper,29825
4066,Mount Coot-Tha,29825
4165,Mount Cotton,29825
3024,Mount Cottrell,29825
5351,Mount Crawford,29825
4306,Mount Crosby,29825
5654,Mount Damper,29825
3767,Mount Dandenong,29825
2632,Mount Darragh,29825
2795,Mount David,29825
4625,Mount Debateable,29825
2320,Mount Dee,29825
4514,Mount Delaney,29825
7252,Mount Direction,29825
3334,Mount Doran,29825
2770,Mount Druitt,29825
2770,Mount Druitt Village,29825
5607,Mount Drummond,29825
3381,Mount Dryden,29825
3217,Mount Duneed,29825
5607,Mount Dutton Bay,29825
3953,Mount Eccles,29825
3953,Mount Eccles South,29825
4309,Mount Edwards,29825
3352,Mount Egerton,29825
3930,Mount Eliza,29825
2250,Mount Elliot,29825
4816,Mount Elliot,29825
6330,Mount Elphinstone,29825
4357,Mount Emlyn,29825
3351,Mount Emu,29825
4472,Mount Enniskillen,29825
6532,Mount Erin,29825
3796,Mount Evelyn,29825
2580,Mount Fairy,29825
7140,Mount Field,29825
4340,Mount Forbes,29825
2824,Mount Foster,29825
4850,Mount Fox,29825
3461,Mount Franklin,29825
4310,Mount French,29825
2850,Mount Frome,29825
5290,Mount Gambier,29825
5291,Mount Gambier,29825
5291,Mount Gambier East,35885
5291,Mount Gambier West,35885
4705,Mount Gardiner,35885
4872,Mount Garnet,35885
2424,Mount George,35885
5155,Mount George,35885
4285,Mount Gipps,35885
3371,Mount Glasgow,35885
4520,Mount Glorious,35885
4122,Mount Gravatt,39476
4122,Mount Gravatt East,39481
4312,Mount Hallen,39481
6426,Mount Hampton,39481
6302,Mount Hardey,39481
6765,Mount Hardman,39481
2824,Mount Harris,39481
6915,Mount Hawthorn,39481
6016,Mount Hawthorn,39481
3350,Mount Helen,39481
6082,Mount Helena,39481
7325,Mount Hicks,39481
6528,Mount Hill,39481
6426,Mount Holland,39481
3472,Mount Hooghly,39481
2877,Mount Hope,39481
5607,Mount Hope,39481
2729,Mount Horeb,39481
6525,Mount Horner,39481
3741,Mount Hotham,39481
2570,Mount Hunter,30211
4454,Mount Hutton,30211
2290,Mount Hutton,30211
2786,Mount Irvine,30211
4401,Mount Irving,30211
4825,Mount Isa,30211
4825,Mount Isa City,51089
4825,Mount Isa Dc,51089
4825,Mount Isa East,51089
6426,Mount Jackson,51089
5211,Mount Jagged,51089
870,Mount Johns,51089
5670,Mount Joy,51089
4740,Mount Jukes,51089
4800,Mount Julian,51089
2500,Mount Keira,51089
4807,Mount Kelly,51089
2526,Mount Kembla,51089
4515,Mount Kilcoy,51089
2539,Mount Kingiman,51089
2850,Mount Knowles,51089
2080,Mount Kuring-Gai,51089
4350,Mount Kynoch,51089
2790,Mount Lambie,51089
4695,Mount Larcom,51089
4625,Mount Lawless,51089
6050,Mount Lawley,51089
6929,Mount Lawley,51089
2190,Mount Lewis,51089
2200,Mount Lewis,51089
872,Mount Liebig,51089
5271,Mount Light,51089
4287,Mount Lindesay,51089
6333,Mount Lindesay,51089
2575,Mount Lindsey,51089
7140,Mount Lloyd,51089
4350,Mount Lofty,51089
3468,Mount Lonarch,51089
4814,Mount Louisa,51089
4818,Mount Low,51089
4352,Mount Luke,51089
4723,Mount Macarthur,51089
3441,Mount Macedon,51089
4854,Mount Mackay,51089
6356,Mount Madden,51089
6638,Mount Magnet,51089
5210,Mount Magnificent,37808
3646,Mount Major,37808
4674,Mount Maria,37808
4800,Mount Marlow,37808
4306,Mount Marrow,37808
2849,Mount Marsden,37808
2469,Mount Marsh,37808
4362,Mount Marshall,37808
3934,Mount Martha,37917
4754,Mount Martin,37917
5374,Mount Mary,37917
4606,Mount Mceuen,37917
5279,Mount Mcintyre,37917
5353,Mount Mckenzie,37917
4521,Mount Mee,37917
4550,Mount Mellum,37917
6330,Mount Melville,37917
3352,Mount Mercer,37917
2365,Mount Mitchell,37917
4361,Mount Molar,37917
4871,Mount Molloy,37917
4714,Mount Morgan,37917
3240,Mount Moriac,37917
4403,Mount Moriah,37917
4340,Mount Mort,37917
4892,Mount Mulgrave,37917
4871,Mount Mulligan,37917
4715,Mount Murchison,37917
2577,Mount Murray,37917
3301,Mount Napier,37917
6112,Mount Nasura,37917
4211,Mount Nathan,37917
4520,Mount Nebo,37917
7007,Mount Nelson,37917
6447,Mount Ney,37917
5255,Mount Observation,37917
6302,Mount Observation,37917
2787,Mount Olive,37917
2330,Mount Olive,37917
4074,Mount Ommaney,46438
5064,Mount Osmond,46438
4741,Mount Ossa,46438
2519,Mount Ousley,46438
6426,Mount Palmer,46438
2795,Mount Panorama,46438
4741,Mount Pelion,46438
4671,Mount Perry,46438
4869,Mount Peter,46438
2519,Mount Pleasant,46438
4521,Mount Pleasant,46438
4740,Mount Pleasant,46438
5235,Mount Pleasant,46438
6153,Mount Pleasant,46438
3350,Mount Pleasant,46438
4800,Mount Pluto,46438
2170,Mount Pritchard,46438
3364,Mount Prospect,46438
2795,Mount Rankin,46438
4350,Mount Rascal,46438
3305,Mount Richmond,30406
6112,Mount Richon,30406
2311,Mount Rivers,30406
2774,Mount Riverview,30406
7306,Mount Roland,30406
6333,Mount Romance,30406
4802,Mount Rooper,30406
3352,Mount Rowan,30406
2330,Mount Royal,30406
7170,Mount Rumney,30406
2360,Mount Russell,30406
3236,Mount Sabine,30406
2500,Mount Saint Thomas,30406
4520,Mount Samson,30406
5291,Mount Schank,30406
2446,Mount Seaview,30406
7120,Mount Seymour,30406
6751,Mount Sheila,30406
4868,Mount Sheridan,30406
6355,Mount Sheridan,30406
4818,Mount St John,30406
4306,Mount Stanley,30406
4625,Mount Steadman,30406
6383,Mount Stirling,30406
4811,Mount Stuart,30406
7000,Mount Stuart,30406
4370,Mount Sturt,30406
4871,Mount Surprise,30406
4809,Mount Surround,30406
4343,Mount Sylvia,30406
4370,Mount Tabor,30406
4311,Mount Tarampa,30406
6530,Mount Tarcoola,30406
3844,Mount Tassie,30406
3875,Mount Taylor,30406
5461,Mount Templeton,30406
2828,Mount Tenandra,30406
2330,Mount Thorley,30406
4677,Mount Tom,30406
2758,Mount Tomah,30406
3777,Mount Toolebewong,30406
5244,Mount Torrens,30406
4380,Mount Tully,30406
4356,Mount Tyson,30406
4650,Mount Urah,30406
2178,Mount Vernon,30406
2786,Mount Victoria,30406
2325,Mount View,30406
2323,Mount Vincent,30406
6369,Mount Walker,30406
4340,Mount Walker,30406
4340,Mount Walker West,30406
3342,Mount Wallace,30406
2484,Mount Warning,30406
4207,Mount Warren Park,30406
2528,Mount Warrigal,30406
3149,Mount Waverley,30406
5670,Mount Wedge,30406
6390,Mount Wells,30406
2787,Mount Werong,30406
2250,Mount White,30406
4347,Mount Whitestone,30406
7264,Mount William,30406
2786,Mount Wilson,30406
4804,Mount Wyatt,30406
872,Mount Zeil,30406
3723,Mountain Bay,30406
4355,Mountain Camp,30406
2644,Mountain Creek,30406
4557,Mountain Creek,30406
3156,Mountain Gate,30406
2758,Mountain Lagoon,30406
7109,Mountain River,30406
2480,Mountain Top,30406
2460,Mountain View,30406
3988,Mountain View,30406
4718,Moura,30406
4858,Mourilyan,30406
4858,Mourilyan Harbour,30406
6472,Mouroubra,30406
2739,Mourquong,30406
3294,Moutajup,30406
7248,Mowbray,30406
4877,Mowbray,30406
2571,Mowbray Park,30406
4574,Moy Pocket,30406
3951,Moyarra,30406
5271,Moyhall,30406
3732,Moyhu,30406
3477,Moyreisk,33453
3377,Moyston,33453
2787,Mozart,33453
4606,Mp Creek,33453
6501,Muchea,35582
4461,Muckadilla,35582
3644,Muckatah,35582
6503,Muckenburra,35582
3451,Muckleford,35582
3462,Muckleford South,35582
5680,Mudamuckla,35582
2850,Mudgee,35582
4213,Mudgeeraba,35582
3737,Mudgegonga,37291
4564,Mudjimba,37291
4600,Mudlo,37291
6770,Mueller Ranges,37291
810,Muirhead,37291
4306,Muirlea,37291
6225,Muja,37291
6479,Mukinbudin,37291
4703,Mulambin,29326
4703,Mulara,29326
6714,Mulataga,29326
2323,Mulbring,29326
4401,Muldu,29326
6751,Mulga Downs,29326
4630,Mulgildie,29326
2745,Mulgoa,29326
4341,Mulgowie,29326
4807,Mulgrave,29326
3170,Mulgrave,29326
2756,Mulgrave,29326
5255,Mulgundawa,29326
2877,Mulguthrie,29326
2476,Muli Muli,29326
2825,Mulla,29326
2352,Mulla Creek,29326
2379,Mullaley,29326
6027,Mullaloo,29326
6252,Mullalyup,29326
2850,Mullamuddy,29326
5601,Mullaquana,29326
2456,Mullaway,29326
2644,Mullengandra,29326
2825,Mullengudgery,29326
4670,Mullett Creek,29326
6630,Mullewa,29326
6430,Mullingar,36271
2582,Mullion,36271
2800,Mullion Creek,36271
2622,Mulloon,36271
2482,Mullumbimby,36271
2482,Mullumbimby Creek,36271
6401,Muluckine,36271
2647,Mulwala,36271
2871,Mulyandry,36271
6225,Mumballup,36271
3304,Mumbannar,36271
6401,Mumberkine,36271
2820,Mumbil,36271
2824,Mumblebone Plain,36271
2550,Mumbulla Mountain,36271
2580,Mummel,36271
2469,Mummulgum,36271
4309,Munbilla,36271
4740,Munbura,36271
6721,Mundabullangana,36271
5700,Mundallio,36271
2540,Mundamia,36271
6073,Mundaring,36271
6073,Mundaring Dc,43696
2729,Mundarlo,43696
2653,Munderoo,43696
4872,Munderra,43696
5340,Mundic Creek,43696
6123,Mundijong,43696
4812,Mundingburra,40435
2720,Mundongo,40435
4860,Mundoo,40435
5214,Mundoo Island,40435
4285,Mundoolun,40435
3635,Mundoona,40435
5555,Mundoora,40435
4626,Mundowran,40435
6443,Mundrabilla,40435
4626,Mundubbera,40435
5270,Mundulla,40435
5270,Mundulla West,40435
4718,Mungabunda,40435
4467,Mungallala,40435
4886,Mungalli,40435
6225,Mungalup,40435
4650,Mungar,40435
2440,Mungay Creek,40435
2850,Munghorn,40435
2406,Mungindi,40435
2406,Mungindi,40435
6450,Munglinup,40435
2715,Mungo,40435
2423,Mungo Brush,40435
4630,Mungungo,40435
4671,Mungy,40435
4352,Muniganeen,40435
4570,Munna Creek,40435
2420,Munni,40435
5115,Munno Para,40435
5115,Munno Para Downs,40435
5115,Munno Para West,40435
3862,Munro,40435
4854,Munro Plains,40435
4125,Munruben,40435
6166,Munster,40435
6420,Muntadgin,40435
3315,Muntham,40435
2658,Munyabla,40435
6394,Muradup,40435
4172,Murarrie,41403
5320,Murbko,41403
6630,Murchison,41403
3610,Murchison,41403
3610,Murchison East,35364
3610,Murchison North,35364
5607,Murdinga,35364
6150,Murdoch,35364
6317,Murdong,35364
7178,Murdunna,35364
6401,Muresk,35364
2864,Murga,35364
3218,Murgheboluc,35364
4605,Murgon,35364
5642,Murlong,35364
3747,Murmungee,35364
5601,Murninnie Beach,35364
3544,Murnungin,35364
3551,Murphys Creek,35364
4352,Murphys Creek,35364
3401,Murra Warra,35364
3579,Murrabit,35364
3579,Murrabit West,35364
2546,Murrah,35364
2705,Murrami,35364
3586,Murrawee,35364
2825,Murrawombie,35364
5253,Murrawong,35364
4814,Murray,34568
5253,Murray Bridge,42481
5254,Murray Bridge,42481
5253,Murray Bridge East,30923
5253,Murray Bridge North,30923
5253,Murray Bridge South,30923
2734,Murray Downs,30923
2642,Murray Gorge,30923
4875,Murray Island,30923
2708,Murray Region Mc,29345
5481,Murray Town,29345
4854,Murray Upper,29345
3490,Murray-Sunset,31139
3586,Murraydale,31139
2281,Murrays Beach,31139
4370,Murrays Bridge,31139
3512,Murrayville,31139
2622,Murrengenburg,31139
4854,Murrigal,31139
2672,Murrin Bridge,31139
3885,Murrindal,31139
3717,Murrindindi,31139
2586,Murringo,35087
3243,Murroon,35087
2652,Murrulebale,35087
4312,Murrumba,35087
4503,Murrumba Downs,35087
