Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,
Television,TOSHIBA,42HL800A,China,296,6.524,6,106.68,Screen Technology,LCD (LED),Screen area,4863.9,Average mode power,80.41
Television,GVA,GVA19A58C,China,121,5.07,5,46.99,Screen Technology,LCD,Screen area,944.2,Average mode power,32.51
Television,TCL,L24P11FE,China,107,7.095,7,61,Screen Technology,LCD (LED),Screen area,1584.7,Average mode power,27.3
Television,Sony,KDL-55EX720,Malaysia,419,7.086,7,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,114.17
Television,NEONIQ,ELTL22EXFHDD ,China,180,4.126369053,4,54.77,Screen Technology,LCD,Screen area,1281.463615,Average mode power,43.66
Television,Sony,KDL-32EX520,Malaysia,197,6.198,6,80.1,Screen Technology,LCD (LED),Screen area,2743.1,Average mode power,53.5
Television,TCL,L19E77HD,China,102,5.855,5.5,48,Screen Technology,LCD,Screen area,951.2,Average mode power,26.83
Television,Sony,KDL-40NX720,Malaysia,294,6.175,6,101.6,Screen Technology,LCD (LED),Screen area,4412.3,Average mode power,80.15
Television,Sony,KDL-32CX520,Malaysia,269,4.802,4.5,80.1,Screen Technology,LCD,Screen area,2743.1,Average mode power,73.33
Television,BAUHN,AS-42FHD1,China,374,5.479,5,106,Screen Technology,LCD,Screen area,4867.7,Average mode power,101.3
Television,TCL,L19M19,China,105,5.706,5.5,47,Screen Technology,LCD,Screen area,944.2,Average mode power,26.77
Television,TCL,L22M19,China,135,5.415,5,54.9,Screen Technology,LCD,Screen area,1281.3,Average mode power,35.91
Television,SAMSUNG ELECTRONICS,PS50B550T2F,Malaysia,1001,2.484,2,127,Screen Technology,Plasma,Screen area,6937.5,Average mode power,273.8
Television,SAMSUNG ELECTRONICS,PS51D491A4M,Malaysia,677,4.31,4,129,Screen Technology,Plasma,Screen area,7065,Average mode power,185
Television,TCL,L23D2200F,China,138,5.71,5.5,58.3,Screen Technology,LCD (LED),Screen area,1463,Average mode power,37.05
Television,SONIQ,PTV95000-P1D1A (QSP550T),China,969,2.597,2.5,126.89,Screen Technology,LCD,Screen area,6883.066,Average mode power,264.52
Television,TOSHIBA,46RV600A,Indonesia,527,4.681,4.5,117.1,Screen Technology,LCD,Screen area,5865,Average mode power,143.61
Television,BUSH,IDLED3201,China,244,5.338,5,80,Screen Technology,LCD (LED),Screen area,2820,Average mode power,65.979
Television,SONIQ,E22Z11A-AU,China,124,5.788,5.5,55.88,Screen Technology,LCD,Screen area,1277.9,Average mode power,32.8
Television,GVA,GVA32E61,China,218,5.744,5.5,81.3,Screen Technology,LCD (LED),Screen area,2743.1,Average mode power,58.5
Television,ONIX,OWS-22LED1,China,114,6.16,6,54,Screen Technology,LCD,Screen area,1275.7,Average mode power,30.14
Television,TOSHIBA,26DV615Y,China,215,4.602,4.5,66.6,Screen Technology,LCD,Screen area,1932,Average mode power,57.94
Television,Bang & Olufsen,BeoVision 10-32,Denmark,425,2.849,2.5,81.3,Screen Technology,LCD (LED),Screen area,2817.8,Average mode power,115
Television,TCL,L42V6300F3DE,China,240,7.467005751,7,106.7308524,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,60.3
Television,SENZU,3200SL-A105,China,351,3.601,3.5,81.28,Screen Technology,LCD,Screen area,2736.8,Average mode power,95.04
Television,SANYO,LCD42E30FA,China,434,4.808,4.5,106,Screen Technology,LCD,Screen area,4862.94,Average mode power,118.1
Television,VIVO,LEDTV42FHD,China,495,4.235,4,106.7,Screen Technology,LCD (LED),Screen area,4882.5,Average mode power,134.6
Television,Telefunken,ELNU2688HD,China,334,2.563,2.5,64.93,Screen Technology,LCD,Screen area,1893.7,Average mode power,89.65
Television,Palsonic,TFTV6035FHD,China,215,3.857,3.5,60,Screen Technology,LCD,Screen area,1528.5,Average mode power,57.99
Television,Palsonic,TFTV4200FHD,China,620,3.214,3,106,Screen Technology,LCD,Screen area,4867.6,Average mode power,168.8
Television,OKANO,LTV3203F,China,361,3.485,3,81.28,Screen Technology,LCD,Screen area,2743.7,Average mode power,97.8
Television,Palsonic,TFTV382HDR,China,82,5.97,5.5,39.4,Screen Technology,LCD,Screen area,662,Average mode power,21.55
Television,Palsonic,TFTV320HL,China,335,3.897,3.5,80,Screen Technology,LCD (LED),Screen area,2803.9,Average mode power,90.9
Television,Palsonic,TFTV552LED,China,92,7.126,7,55,Screen Technology,LCD (LED),Screen area,1277.8,Average mode power,23.89
Television,Palsonic,TFTV605FHD,China,187,4.482,4,60,Screen Technology,LCD,Screen area,1528.5,Average mode power,50.27
Television,Palsonic,TFTV815HD,China,251,5.104,5,81,Screen Technology,LCD,Screen area,2736.7,Average mode power,67.57
Television,ENGLAON,LED24X60,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24X50,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24X30,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24X20,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24X10,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24M60,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24M50,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24M30,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24M20,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,ENGLAON,LED24M10,China,120,6.467,6,59.8,Screen Technology,LCD (LED),Screen area,1527,Average mode power,32.16
Television,Palsonic,PDP5012HD,China,998,2.446,2,127,Screen Technology,Plasma,Screen area,6851,Average mode power,272.85
Television,Palsonic,TFTV421FHD,China,585,3.474,3,106,Screen Technology,LCD,Screen area,4867.6,Average mode power,159.2
Television,SAMSUNG ELECTRONICS,PS51D550C1N,Malaysia,539,5.332,5,128.8,Screen Technology,Plasma,Screen area,7065,Average mode power,147
Television,Sony,KDL-46NX720,Malaysia,309,7.051,7,116.8,Screen Technology,LCD (LED),Screen area,5833.1,Average mode power,84.06
Television,SAMSUNG ELECTRONICS,LA46B550K1H,Malaysia,645,3.761,3.5,116.8,Screen Technology,LCD,Screen area,5844.6,Average mode power,175.8
Television,SAMSUNG ELECTRONICS,PS50B450B1D,Malaysia,906,2.931,2.5,127,Screen Technology,Plasma,Screen area,6937.5,Average mode power,247.8
Television,SAMSUNG ELECTRONICS,PS58B850Y1F,Malaysia,1192,2.922,2.5,147.3,Screen Technology,Plasma,Screen area,9329.1,Average mode power,326
Television,PRIMA,LED3212FHDDVD,China,256,5.024803138,5,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,69.51
Television,SONIQ,E23Z11B-AU,China,123,6.202285888,6,58.296,Screen Technology,LCD (LED),Screen area,1451.769938,Average mode power,32.9
Television,TOSHIBA,42ZV600A,Indonesia,428,4.872,4.5,106.7,Screen Technology,LCD,Screen area,4863.9,Average mode power,116.2
Television,sunview,SK21AFH,China,176,4.197,4,55,Screen Technology,LCD,Screen area,1268.3,Average mode power,46.88
Television,TCL,L15T53D,China,103,4.983,4.5,39.6,Screen Technology,LCD,Screen area,672.8,Average mode power,26.09
Television,TCL,L32E77D,China,270,4.777,4.5,80,Screen Technology,LCD,Screen area,2736.7,Average mode power,71.71
Television,TCL,L32P10R,China,245,5.221,5,80,Screen Technology,LCD,Screen area,2743.3,Average mode power,66.58
Television,TCL,L32P10FHD,China,245,5.221,5,80,Screen Technology,LCD,Screen area,2743.3,Average mode power,66.58
Television,sunview,SK21AFHDR,China,209,3.427,3,55,Screen Technology,LCD,Screen area,1268.3,Average mode power,55.85
Television,TCL,L46E5200F,China,265,7.737,7,116,Screen Technology,LCD (LED),Screen area,5829.7,Average mode power,64.58
Television,Panasonic,TH-42PF50W,Japan,504,4.063476866,4,105.668,Screen Technology,Plasma,Screen area,4770.78,Average mode power,127.91
Television,VIVID,AT-32HDC1,China,332,3.851,3.5,80.01,Screen Technology,LCD,Screen area,2737.1,Average mode power,90.04
Television,SAMSUNG ELECTRONICS,UA40D6400UN,Malaysia,275,6.475,6,101.6,Screen Technology,LCD (LED),Screen area,4412.3,Average mode power,75
Television,SAMSUNG ELECTRONICS,UA46D6000SN,Malaysia,286,7.398,7,116.8,Screen Technology,LCD (LED),Screen area,5833.1,Average mode power,78
Television,Telefunken,TL22FHD,China,166,4.499,4,55,Screen Technology,LCD,Screen area,1285.8,Average mode power,44.8
Television,MXT,LED2601,China,137,6.504406374,6,66.053,Screen Technology,LCD (LED),Screen area,1863.833345,Average mode power,36.93
Television,ONIX,OC-19LHC1,China,139,4.456,4,48,Screen Technology,LCD,Screen area,947,Average mode power,36.83
Television,Palsonic,TFTV5570MW,China,86,7.428014995,7,54.683,Screen Technology,LCD (LED),Screen area,1277.7646,Average mode power,23
Television,Palsonic,TFTV5570M,China,86,7.428014995,7,54.683,Screen Technology,LCD (LED),Screen area,1277.7646,Average mode power,23
Television,SONIQ,L42D11A-AU,China,454,4.61,4.5,106.68,Screen Technology,LCD,Screen area,4867.6,Average mode power,123.54
Television,FPD,22T32A,China,180,4.393,4,54.61,Screen Technology,LCD,Screen area,1402.8,Average mode power,48
Television,NEONIQ,ELTL32EXFHDD,China,507,1.962498379,1.5,80.131,Screen Technology,LCD,Screen area,2743.6644,Average mode power,133.78
Television,TCL,L32E330,China,215,5.792095706,5.5,79.967,Screen Technology,LCD,Screen area,2732.24,Average mode power,55.3
Television,ONIX,OM-32DLEC,China,141,7.68854315,7,80.039,Screen Technology,LCD (LED),Screen area,2736.711274,Average mode power,38.1
Television,GVA,GVA39FDLED,China,301,5.788828381,5.5,97.974,Screen Technology,LCD (LED),Screen area,4101.633936,Average mode power,81.87
Television,PALSONIC,TFTV4960M / TFTV4960MW,China,94,6.20156947,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,NEONIQ,ELH185A0WF3DF,China,101.1,5.875253323,5.5,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,27.1
Television,NEONIQ,ELF215A0WF3DF,China,116,6.087332849,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,31.1
Television,SHARP,LC-46LE840X,Malaysia,254,7.929636022,7,116.818,Screen Technology,LCD (LED),Screen area,5833.14,Average mode power,67.1
Television,AKAI,AK50FDLED,China,403,6.452457657,6,125.731,Screen Technology,LCD (LED),Screen area,6754.867344,Average mode power,109.7
Television,GVA,GVA50FDLED,China,403,6.452457657,6,125.731,Screen Technology,LCD (LED),Screen area,6754.867344,Average mode power,109.7
Television,GVA,GVA26LEDCP,China,163,5.725673249,5.5,66.053,Screen Technology,LCD (LED),Screen area,1863.833345,Average mode power,43.95
Television,GVA,GVA15FLED,China,58,7.609736265,7,40.038,Screen Technology,LCD (LED),Screen area,689.04,Average mode power,15.3
Television,Palsonic,TFTV740HL,China,123,7.599825452,7,72.4,Screen Technology,LCD (LED),Screen area,2239.215391,Average mode power,32.9
Television,Palsonic,TFTV557FHD,China,180,4.119344192,4,54.713,Screen Technology,LCD,Screen area,1278.36,Average mode power,48.4
Television,TCL,L55F3300F,China,330,8.152740807,8,138.711,Screen Technology,LCD (LED),Screen area,8221.2,Average mode power,79.6
Television,Medion,MD21097 AUS-A,China,73,7.334630854,7,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,19.33
Television,LOEWE,Individual 46 Compose 3D DR+ 50431_44,Germany,430,5.62686874,5.5,117.337,Screen Technology,LCD (LED),Screen area,5916,Average mode power,111
Television,LOEWE,Individual 40 Compose 3D DR+ 50430_44,Germany,375,5.117622294,5,102.083,Screen Technology,LCD (LED),Screen area,4450,Average mode power,96
Television,KOGAN,KALED423DXZA,China,260,7.128720054,7,106.97,Screen Technology,LCD (LED),Screen area,4893,Average mode power,70.87
Television,GVA,GVA32FLED,China,185,6.471884671,6,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,50
Television,GVA,GVA22FLED,China,108,6.474813017,6,55.232,Screen Technology,LCD (LED),Screen area,1307.82144,Average mode power,28.8
Television,TEAC,DLEDV3989FHD,China,198,7.665840876,7,97.974,Screen Technology,LCD (LED),Screen area,4101.633936,Average mode power,53.6
Television,TEAC,DLE4689FHD,China,249,8.016742226,8,116.809,Screen Technology,LCD (LED),Screen area,5830.238736,Average mode power,67.7
Television,HISENSE,HL50K310PL,China,226,9.044518056,9,125.731,Screen Technology,LCD (LED),Screen area,6754.867344,Average mode power,54.7
Television,HISENSE,HL55XT770PZLN3D,China,398,7.317582619,7,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,97.39
Television,ONIX,ON-26FHD1,China,247,3.867,3.5,66.09,Screen Technology,LCD,Screen area,1866.2,Average mode power,66.8
Television,SONIQ,LTV84702-L2M1A,China,518,4.902375264,4.5,119.287,Screen Technology,LCD,Screen area,6080.256576,Average mode power,141
Television,VIVID,AT-40FHD1,China,496,3.831,3.5,101.6,Screen Technology,LCD,Screen area,4411.6,Average mode power,135
Television,SONIQ,E55S12A-AU,China,362,7.742456171,7,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,97.93
Television,Changhong,LED50B2500i*,China,259,8.433517486,8,125.727,Screen Technology,LCD (LED),Screen area,6754.5112,Average mode power,70
Television,HISENSE,HL55K310PZL3D,China,334,8.103224916,8,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,80.72
Television,Bang & Olufsen,BeoVision 7 - 55,Denmark,610,5.457,5,139.7,Screen Technology,LCD (LED),Screen area,8336.5,Average mode power,165
Television,SHARP,LC-70LE735X,Malaysia,531,8.041699045,8,176.456,Screen Technology,LCD (LED),Screen area,13303.7,Average mode power,143.2
Television,SHARP,LC-80LE940X,Malaysia,588,8.793466937,8,203.186,Screen Technology,LCD (LED),Screen area,17639.16,Average mode power,158.8
Television,GVA,GVA32DLEDC,China,141,7.68854315,7,80.039,Screen Technology,LCD (LED),Screen area,2736.711274,Average mode power,38.1
Television,VIALI,V32FLEDCP,China,191,6.33742909,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,51.67
Television,Changhong,3D47A7000i*,China,259,8.090660958,8,120.259,Screen Technology,LCD (LED),Screen area,6205.4652,Average mode power,70
Television,AKAI,AK46FELED,China,321,6.878514278,6,116.809,Screen Technology,LCD (LED),Screen area,5830.238736,Average mode power,87.28
Television,GVA,GVA22FLEDCA,China,87,7.376206092,7,54.683,Screen Technology,LCD (LED),Screen area,1277.7646,Average mode power,23.02
Television,GVA,GVA32DLED,China,134,7.916737468,7,80.039,Screen Technology,LCD (LED),Screen area,2736.711274,Average mode power,36.3
Television,LG,55LP620H-TA,"Indonesia,""Korea, Republic of""",375,9.330267886,9,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,85.33
Television,LG,47LP620H-TA,"Indonesia,""Korea, Republic of""",315,7.380010556,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,75.22
Television,TEAC,DLE5089FHD,China,271,8.230764665,8,125.731,Screen Technology,LCD (LED),Screen area,6754.867344,Average mode power,73.5
Television,TCL,L24D3000,China,105,7.175435377,7,60.89,Screen Technology,LCD (LED),Screen area,1582.38,Average mode power,27.1
Television,Metz,Caleo 47 3D Media twin R,Germany,315,7.133918837,7,119.324,Screen Technology,LCD (LED),Screen area,6084,Average mode power,84
Television,Metz,Taros 42 LED Media twin Z,Germany,233,7.596699802,7,106.697,Screen Technology,LCD (LED),Screen area,4863.9,Average mode power,62
Television,HISENSE,HL24V87,China,149,5.500635174,5.5,59.824,Screen Technology,LCD,Screen area,1528.845746,Average mode power,37.58
Television,Panasonic,TH-85PF12W,Japan,1846,4.222403921,4,216.706,Screen Technology,Plasma,Screen area,20061.18,Average mode power,489.28
Television,Metz,Aurus 47 3D Media twin R,Germany,329,6.939043781,6,119.324,Screen Technology,LCD (LED),Screen area,6084,Average mode power,88
Television,SHARP,LC-60LE631X-WH,Malaysia,468,7.375086347,7,152.493,Screen Technology,LCD (LED),Screen area,9936.3516,Average mode power,126.64
Television,SHARP,LC-60LE631X,Malaysia,468,7.375086347,7,152.493,Screen Technology,LCD (LED),Screen area,9936.3516,Average mode power,126.64
Television,NUOVO,NUO24DFHDLED,China,115,6.773599991,6,60.978,Screen Technology,LCD (LED),Screen area,1585.36,Average mode power,30.7
Television,Medion,MD30612AUS-A,China,214,5.819299422,5.5,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,58
Television,SHARP,LC-46LE835X,Malaysia,301,7.167096075,7,116.812,Screen Technology,LCD (LED),Screen area,5830.6587,Average mode power,81.49
Television,SHARP,LC-52LE835X,Malaysia,307,8.07954249,8,132.174,Screen Technology,LCD (LED),Screen area,7464.96,Average mode power,83.1
Television,VIVO,VSFH26Y88DHD,China,355,2.286,2,66,Screen Technology,LCD,Screen area,1892,Average mode power,95.91
Television,Changhong,LED39B2500i*,China,280,6.112598891,6,97.971,Screen Technology,LCD (LED),Screen area,4101.2817,Average mode power,76
Television,Metz,Taros 32 LED Media twin Z,Germany,217,5.764810181,5.5,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,57.5
Television,LG,55LS645H-TB,"""Korea, Republic of"",Indonesia",368,7.668787333,7,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,87.28
Television,Palsonic,TFTV8070MW,China,185,6.471884671,6,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,50
Television,HITACHI,LE46EC04AUD,China,384,6.075437387,6,116.809,Screen Technology,LCD (LED),Screen area,5830.238736,Average mode power,104.4
Television,HITACHI,LE42EC04AUD,China,313,6.276900701,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,85.1
Television,Medion,MD30614 AUS-A,China,240,6.803412849,6,97.971,Screen Technology,LCD (LED),Screen area,4101.2817,Average mode power,65
Television,LG,47LA7400-TC,"Indonesia,""Korea, Republic of""",233,8.482686531,8,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,63.48
Television,SHARP,LC-60LE940X,Malaysia,331,8.929150242,8,152.504,Screen Technology,LCD (LED),Screen area,9940.92,Average mode power,88.4
Television,HITACHI,LE32EC04AUD,China,175,6.720439513,6,80.039,Screen Technology,LCD (LED),Screen area,2736.711274,Average mode power,47.5
Television,TEAC,LEBD32D10FHDR,China,152,7.352373052,7,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,41.06
Television,TOSHIBA,39AL900A,China,220,7.211807316,7,98.15,Screen Technology,LCD (LED),Screen area,4121.1,Average mode power,57.2
Television,Viano,LEDTV47FHD,China,345,6.747680182,6,119.597,Screen Technology,LCD (LED),Screen area,6116.54,Average mode power,93.9
Television,SANYO,LCD42K30TD,Indonesia,439,4.759,4.5,106,Screen Technology,LCD,Screen area,4865.3,Average mode power,119
Television,SANYO,CP14SE1K(S),Indonesia,156,2.849,2.5,34,Screen Technology,CRT,Screen area,591.36,Average mode power,37.94
Television,Metz,Taros 37 LED Media twin Z,Germany,217,6.936485942,6,94.021,Screen Technology,LCD (LED),Screen area,3772,Average mode power,57.5
Television,VOXSON,VLED55CP,China,352,7.867994356,7,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,95.7
Television,SHARP,LC-52LE840X,Malaysia,296,8.243061861,8,132.174,Screen Technology,LCD (LED),Screen area,7464.96,Average mode power,78.8
Television,SHARP,LC-90LE740X,Malaysia,671,9.218598803,9,228.527,Screen Technology,LCD (LED),Screen area,22310.4,Average mode power,182.2
Television,GVA,GVAN22FLED,China,107,6.450256349,6,54.713,Screen Technology,LCD (LED),Screen area,1278.36,Average mode power,28.3
Television,SANYO,LCD32XR9DA,China,342,3.718,3.5,81,Screen Technology,LCD,Screen area,2736.7,Average mode power,92.38
Television,VIVO,LEDTV42FHD,China,513,4.053021962,4,106.631,Screen Technology,LCD (LED),Screen area,4855.496705,Average mode power,139.9
Television,NUOVO,NUO32DHDLED,China,206,5.989563833,5.5,80.039,Screen Technology,LCD (LED),Screen area,2736.711274,Average mode power,55.8
Television,NUOVO,NUO32HDLCD,China,280,4.614153236,4.5,80.039,Screen Technology,LCD,Screen area,2736.709312,Average mode power,76.1
Television,NUOVO,NUO39FHDTV,China,403,4.481032142,4,97.974,Screen Technology,LCD,Screen area,4101.633936,Average mode power,109.88
Television,Viano,LTV32HD,China,272,4.962262205,4.5,83.206,Screen Technology,LCD,Screen area,2908.186,Average mode power,74.1
Television,VIVO,LTV42FHD,China,530,3.913,3.5,106.6,Screen Technology,LCD,Screen area,4862.7,Average mode power,144.02
Television,VIVO,LEDTV19DHD,China,125,5.319578783,5,50.007,Screen Technology,LCD (LED),Screen area,1095.7984,Average mode power,33.4
Television,VIVO,LEDTV19DHD,China,92,6.29794781,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,24.58
Television,VIVO,LEDTV32DHD,China,206,5.989563833,5.5,80.039,Screen Technology,LCD (LED),Screen area,2736.711274,Average mode power,55.7
Television,NUOVO,NUO19DHD,China,93,6.249499554,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,24.64
Television,VIVO,LEDTV24DFHD,China,108,6.942122917,6,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,28.85
Television,VIVO,LTV55FHD,China,677,4.936965906,4.5,138.783,Screen Technology,LCD,Screen area,8230.1184,Average mode power,184.97
Television,NUOVO,NUO43HDPTV,China,605,3.544404168,3.5,109.311,Screen Technology,LCD,Screen area,5148.853546,Average mode power,159.17
Television,VIVO,PTV51HD,China,865,3.203364216,3,128.769,Screen Technology,Plasma,Screen area,7049.63581,Average mode power,230.64
Television,VIVO,PTV43HD,China,605,3.544404168,3.5,109.311,Screen Technology,LCD,Screen area,5148.853546,Average mode power,159.17
Television,VIVO,LEDTV19HD,China,87,6.600659105,6,47.42145084,Screen Technology,LCD (LED),Screen area,963.4752,Average mode power,23.2
Television,vivid,TVLED15,China,59,7.747,7,40.7819,Screen Technology,LCD (LED),Screen area,757.1,Average mode power,15.2
Television,VIVO,LTV46FHD,China,621,3.921270141,3.5,116.8091527,Screen Technology,LCD,Screen area,5830.238736,Average mode power,169.45
Television,vivid,TVLED15,China,59,7.747,7,40.7819,Screen Technology,LCD (LED),Screen area,757.1,Average mode power,15.2
Television,VIVO,LTV32DFHD,China,352,3.598,3.5,80.13,Screen Technology,LCD,Screen area,2744,Average mode power,95.9
Television,VIVO,LEDTV46FHD,China,416,5.76,5.5,117,Screen Technology,LCD (LED),Screen area,5893.8,Average mode power,112.8
Television,VIVO,LTV26DHD,China,201,4.795,4.5,66,Screen Technology,LCD,Screen area,1868.8,Average mode power,54.4
Television,VIVO,LTV22DFHD,China,183,4.055,4,54.6,Screen Technology,LCD,Screen area,1282.5,Average mode power,49.1
Television,VIVO,LTV26HD,China,223,4.33,4,66,Screen Technology,LCD,Screen area,1868.8,Average mode power,59.98
Television,VIVO,LEDTV15HD,China,75,6.405,6,39.5,Screen Technology,LCD (LED),Screen area,672.8,Average mode power,19.8
Television,VIVO,LTV15DHD,China,79,6.172,6,39.5,Screen Technology,LCD,Screen area,672.8,Average mode power,20.88
Television,VIVO,LTV24DFHD,China,273,3.069,3,61,Screen Technology,LCD,Screen area,1673.8,Average mode power,73.75
Television,VIVO,LEDTV22FHD,China,134,5.451,5,54.7,Screen Technology,LCD (LED),Screen area,1282.5,Average mode power,35.67
Television,VIVO,LTV19DHD,China,131,4.711,4.5,46.9,Screen Technology,LCD,Screen area,943,Average mode power,34.64
Television,VIVO,LTV26FHD,China,216,4.446,4,64.8,Screen Technology,LCD,Screen area,1853.3,Average mode power,58.4
Television,VIVO,LTV32DHD,China,271,4.817,4.5,80.6,Screen Technology,LCD,Screen area,2779.9,Average mode power,73.69
Television,VIVO,LTV37HD,China,357,4.705,4.5,94,Screen Technology,LCD,Screen area,3772,Average mode power,96.75
Television,VIVO,LTV42FHDQ,China,626,3.183,3,106.8,Screen Technology,LCD,Screen area,4882.5,Average mode power,170.562
Television,VIVO,VSFH26Y88,China,362,2.208,2,64.9,Screen Technology,LCD,Screen area,1897.5,Average mode power,97.872
Television,VIVO,A32L07T,China,524,1.805,1.5,81.2,Screen Technology,LCD,Screen area,2736.6,Average mode power,141.7
Television,VIVO,LTV42FHDU,China,613,3.329,3,107.14,Screen Technology,LCD,Screen area,4947.6,Average mode power,166.8
Television,VIVO,LTV32DHDL,China,523,1.814,1.5,80.5,Screen Technology,LCD,Screen area,2736.2,Average mode power,141.9
Television,HITACHI,LE42EC06AU,China,255,7.19545237,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,69.3
Television,VIVO,LEDTV19DHD,China,79,6.980650598,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,20.89
Television,LG,50PN6500-TB,"""Korea, Republic of""",490,5.656068508,5.5,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,124.9
Television,TCL,L46E5390FE,China,200,8.993782731,8,116.769,Screen Technology,LCD (LED),Screen area,5822.96,Average mode power,42.4
Television,TCL,L32E5390E,China,115,8.596146713,8,79.967,Screen Technology,LCD (LED),Screen area,2732.24,Average mode power,29
Television,SAMSUNG ELECTRONICS,UA46ES7100M,Malaysia,268,7.689195673,7,116.818,Screen Technology,LCD (LED),Screen area,5833.14,Average mode power,73
Television,LG,60PH6700-TD,"""Korea, Republic of""",694,5.586754432,5.5,152.069,Screen Technology,Plasma,Screen area,9882.7621,Average mode power,177.7
Television,LG,42PN4500-TA,"""Korea, Republic of""",322,6.086809026,6,105.828,Screen Technology,Plasma,Screen area,4789.79,Average mode power,81.9
Television,VIALI,V32LEDF,China,189,6.384602369,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,51.4
Television,LG,60PN6500-TB,"""Korea, Republic of""",694,5.586754432,5.5,152.069,Screen Technology,Plasma,Screen area,9882.7621,Average mode power,181.1
Television,WINTAL,32LED12FHD,China,216,5.786646509,5.5,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,58.47
Television,VOXSON,VLED47CP,China,366,6.458900151,6,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,99.6
Television,TCL,L32E3000,China,170,6.844510574,6,79.967,Screen Technology,LCD (LED),Screen area,2732.24,Average mode power,41.6
Television,Panasonic,TH-L32X50A,Malaysia,110,8.809563139,8,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,29.65
Television,SANYO,LCD-50XR12F,China,683,4.088033191,4,125.727,Screen Technology,LCD,Screen area,6754.5112,Average mode power,186
Television,SANYO,LCD-46XR11F(B),China,562,4.36864687,4,116.809,Screen Technology,LCD,Screen area,5830.238736,Average mode power,152.6
Television,SANYO,LCD-32XR12F,China,304,4.254669939,4,80.131,Screen Technology,LCD,Screen area,2743.6644,Average mode power,82.1
Television,SANYO,LCD-24XR12F,China,171,4.882765491,4.5,59.809,Screen Technology,LCD,Screen area,1528.497216,Average mode power,45.6
Television,SANYO,LCD-39XZ12F,China,429,4.2010763,4,97.979,Screen Technology,LCD,Screen area,4101.874101,Average mode power,116.6
Television,SANYO,LCD-22XR11F,China,147,5.025942572,5,54.687,Screen Technology,LCD,Screen area,1277.919504,Average mode power,39.1
Television,LG,50PN4500-TA,"""Korea, Republic of""",356,7.087768677,7,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,91
